,Year,Course ID,Hrs Per Week,Interest in student learning,Instructor provides feedback to students to improve,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate,Course
20995,2015,03151,10.4,4.8,4.4,4.9,4.9,4.9,4.6,03-151
20996,2015,03151,8.28,4.93,4.6,4.77,4.88,4.74,4.72,03-151
20997,2015,03201,2.0,4.24,4.0,4.08,4.48,4.16,3.92,03-201
20998,2015,03201,2.0,4.32,4.0,4.28,4.52,4.2,3.96,03-201
20999,2015,03201,3.07,4.8,4.79,4.71,4.93,4.86,4.71,03-201
21000,2015,03206,13.0,4.88,4.63,5.0,5.0,4.88,4.88,03-206
21001,2015,03206,8.75,4.75,4.0,4.75,5.0,5.0,4.75,03-206
21002,2015,03231,8.0,3.2,3.2,3.2,3.6,2.6,2.4,03-231
21003,2015,03231,9.2,4.6,4.0,4.4,4.6,4.2,3.6,03-231
21004,2015,03232,10.75,5.0,5.0,5.0,5.0,4.88,4.88,03-232
21005,2015,03260,7.6,4.93,4.71,4.87,4.94,4.87,4.87,03-260
21006,2015,03301,2.0,4.75,4.5,4.75,4.75,4.75,4.5,03-301
21007,2015,03301,2.0,4.5,4.5,4.5,4.25,4.5,4.25,03-301
21008,2015,03327,8.0,5.0,4.5,4.5,5.0,5.0,5.0,03-327
21009,2015,03330,7.69,4.65,4.23,4.37,4.67,4.41,4.02,03-330
21010,2015,03330,8.81,4.16,3.55,3.6,4.29,3.53,3.57,03-330
21011,2015,03330,8.45,4.5,3.97,4.13,4.6,4.1,3.91,03-330
21012,2015,03330,9.29,4.47,4.47,4.33,4.8,4.4,4.33,03-330
21013,2015,03330,8.0,4.2,3.89,3.95,4.39,4.0,3.92,03-330
21014,2015,03343,16.34,4.67,4.39,4.53,4.53,4.53,4.42,03-343
21015,2015,03343,22.0,4.58,4.08,4.75,4.5,4.67,4.42,03-343
21016,2015,03343,16.19,4.68,4.47,4.58,4.76,4.58,4.45,03-343
21017,2015,03350,9.07,4.64,4.29,4.5,4.71,4.5,4.57,03-350
21018,2015,03362,6.9,4.1,3.35,3.8,4.19,3.52,3.61,03-362
21019,2015,03363,13.0,4.6,4.4,4.6,4.4,4.4,4.4,03-363
21020,2015,03401,2.0,4.67,4.67,4.67,4.67,4.67,4.67,03-401
21021,2015,03401,2.0,4.67,4.67,4.67,4.67,4.67,4.67,03-401
21022,2015,03410,6.29,5.0,5.0,5.0,5.0,5.0,5.0,03-410
21023,2015,03442,7.0,4.33,4.33,4.33,4.33,4.33,4.33,03-442
21024,2015,03511,11.25,4.25,4.25,4.5,4.25,4.5,4.25,03-511
21025,2015,03534,8.0,5.0,4.8,5.0,5.0,5.0,5.0,03-534
21026,2015,03709,11.5,4.33,4.5,4.33,4.5,4.33,4.0,03-709
21027,2015,03711,9.5,5.0,5.0,5.0,5.0,4.5,4.5,03-711
21028,2015,03712,11.0,4.0,3.0,4.0,4.0,4.0,4.0,03-712
21029,2015,03726,6.0,5.0,4.67,4.67,5.0,4.67,4.67,03-726
21030,2015,03727,11.75,3.75,3.75,3.5,4.0,3.5,3.5,03-727
21031,2015,03742,10.25,5.0,5.0,5.0,5.0,5.0,5.0,03-742
21032,2015,03747,7.57,4.43,4.14,4.0,4.14,4.14,3.71,03-747
21033,2015,03751,10.0,4.67,4.67,4.67,4.67,4.67,4.67,03-751
21034,2015,03751,9.0,4.67,4.67,4.67,4.67,4.67,4.67,03-751
21035,2015,03762,5.92,4.46,4.46,4.23,4.77,4.38,4.0,03-762
21036,2015,52190,5.0,4.33,2.67,4.5,4.83,4.0,4.0,52-190
21037,2015,52401,5.75,4.88,4.38,4.5,5.0,4.88,4.0,52-401
21038,2015,52401,6.88,4.38,3.75,4.13,4.38,4.0,3.25,52-401
21039,2015,02201,12.8,4.6,4.0,4.4,4.8,4.4,4.6,02-201
21040,2015,02601,14.2,4.27,3.93,4.2,4.67,3.93,3.93,02-601
21041,2015,02602,2.3,4.18,4.27,4.0,4.0,3.91,4.0,02-602
21042,2015,02602,2.27,4.0,4.27,4.09,4.09,3.82,4.0,02-602
21043,2015,02613,12.6,4.4,4.27,4.36,4.62,4.24,4.29,02-613
21044,2015,02651,8.09,4.87,4.83,4.7,4.91,4.78,4.65,02-651
21045,2015,02652,10.35,4.95,4.85,4.75,4.9,4.8,4.75,02-652
21046,2015,02654,12.31,4.67,4.63,4.67,4.72,4.67,4.6,02-654
21047,2015,02711,10.55,5.0,4.73,4.73,4.73,4.64,4.55,02-711
21048,2015,02712,15.89,4.78,4.67,4.89,4.89,4.78,4.78,02-712
21049,2015,02730,11.8,4.4,4.2,5.0,4.8,4.4,4.2,02-730
21050,2015,02730,14.83,4.33,4.17,5.0,5.0,4.33,4.17,02-730
21051,2015,02750,13.82,4.5,4.57,4.64,4.61,4.39,4.43,02-750
21052,2015,12100,5.9,4.45,4.2,4.43,4.63,4.2,4.16,12-100
21053,2015,12201,6.23,4.36,4.23,4.45,4.82,4.18,4.18,12-201
21054,2015,12212,7.31,3.92,3.67,3.95,4.28,3.77,3.62,12-212
21055,2015,12215,3.29,4.86,4.86,4.71,4.86,4.86,4.86,12-215
21056,2015,12301,9.33,3.89,3.28,3.33,4.17,3.59,2.94,12-301
21057,2015,12301,9.0,4.11,3.06,3.28,4.06,3.44,3.0,12-301
21058,2015,12335,8.71,3.5,2.73,2.91,3.59,2.77,2.73,12-335
21059,2015,12336,4.4,4.0,3.75,3.67,4.08,3.58,4.0,12-336
21060,2015,12336,4.36,4.69,4.31,4.62,4.69,4.62,4.62,12-336
21061,2015,12355,8.91,4.46,4.38,4.54,4.42,4.67,4.57,12-355
21062,2015,12355,7.0,4.0,3.33,3.67,3.67,3.67,3.67,12-355
21063,2015,12356,6.93,4.21,4.07,4.29,4.21,4.57,4.43,12-356
21064,2015,12401,14.95,4.48,4.1,4.1,4.33,4.43,3.48,12-401
21065,2015,12401,14.95,3.29,2.67,2.67,3.38,2.62,3.29,12-401
21066,2015,12401,14.85,4.0,3.9,3.65,3.67,3.71,3.43,12-401
21067,2015,12411,8.63,4.24,3.76,3.88,4.36,3.96,3.52,12-411
21068,2015,12411,8.35,3.54,3.35,3.62,4.15,3.58,3.35,12-411
21069,2015,12411,8.92,4.15,4.0,4.15,4.46,4.31,4.0,12-411
21070,2015,12421,10.02,3.74,3.38,3.48,4.18,3.44,3.49,12-421
21071,2015,12600,4.79,4.45,4.41,4.62,4.66,4.59,4.55,12-600
21072,2015,12623,16.33,5.0,5.0,4.67,5.0,5.0,5.0,12-623
21073,2015,12635,13.33,4.75,4.78,4.67,4.67,4.78,4.67,12-635
21074,2015,12636,8.0,4.6,4.4,4.6,4.6,4.6,4.4,12-636
21075,2015,12651,5.0,4.0,4.0,2.0,5.0,1.0,1.0,12-651
21076,2015,12659,8.27,4.64,4.73,4.64,4.91,4.64,4.55,12-659
21077,2015,12659,8.57,4.76,4.75,4.38,4.81,4.57,4.43,12-659
21078,2015,12676,8.38,4.22,3.44,4.44,4.22,4.22,4.13,12-676
21079,2015,12701,10.25,5.0,5.0,5.0,5.0,5.0,5.0,12-701
21080,2015,12702,10.75,4.92,4.83,4.75,5.0,4.92,4.83,12-702
21081,2015,12703,12.11,4.78,4.33,4.44,4.78,4.67,4.44,12-703
21082,2015,12704,10.96,4.21,4.02,4.04,4.73,3.96,4.02,12-704
21083,2015,12706,17.23,4.73,4.7,4.83,4.91,4.83,4.87,12-706
21084,2015,12706,16.75,4.44,4.25,4.13,4.56,4.19,4.44,12-706
21085,2015,12712,17.11,4.47,3.74,4.11,4.58,4.37,4.21,12-712
21086,2015,12720,10.45,3.76,3.14,3.24,4.57,2.95,3.05,12-720
21087,2015,12725,18.0,4.8,4.43,4.79,4.79,4.64,4.43,12-725
21088,2015,12740,10.73,4.42,4.27,4.38,4.69,4.38,4.23,12-740
21089,2015,12741,10.26,4.5,4.47,4.59,4.74,4.53,4.53,12-741
21090,2015,12746,11.81,4.49,4.54,4.49,4.84,4.35,4.46,12-746
21091,2015,12747,6.55,4.12,4.21,4.15,4.61,4.24,4.12,12-747
21092,2015,12748,6.0,4.79,3.96,4.57,4.71,4.39,4.07,12-748
21093,2015,12751,15.56,4.88,4.69,4.75,4.94,4.81,4.81,12-751
21094,2015,12752,11.6,4.45,4.41,4.41,4.73,4.41,4.5,12-752
21095,2015,12757,14.62,4.85,4.62,4.69,4.85,4.77,4.69,12-757
21096,2015,12766,6.71,4.86,4.86,4.71,4.86,4.71,4.71,12-766
21097,2015,12775,9.0,4.67,4.67,4.67,5.0,4.67,5.0,12-775
21098,2015,12780,10.75,4.75,4.57,4.64,4.91,4.66,4.7,12-780
21099,2015,12790,2.6,4.27,4.27,4.27,4.45,4.27,4.09,12-790
21100,2015,12794,2.0,4.41,4.29,4.35,4.53,4.29,4.24,12-794
21101,2015,12794,2.55,4.0,3.91,3.91,3.91,3.91,3.91,12-794
21102,2015,12794,3.01,4.41,4.33,4.37,4.46,4.41,4.36,12-794
21103,2015,12794,2.86,4.14,4.0,3.86,4.0,4.14,4.14,12-794
21104,2015,12798,3.91,4.82,4.73,4.82,4.82,4.64,4.73,12-798
21105,2015,62102,2.75,4.88,4.94,4.88,4.94,4.88,4.94,62-102
21106,2015,62141,11.6,5.0,4.8,4.8,5.0,5.0,5.0,62-141
21107,2015,62141,13.0,5.0,5.0,5.0,4.67,5.0,5.0,62-141
21108,2015,62141,8.0,3.0,2.0,3.0,3.0,3.0,3.0,62-141
21109,2015,62142,4.25,5.0,5.0,4.75,5.0,5.0,5.0,62-142
21110,2015,62150,12.65,4.0,3.12,3.15,4.35,3.38,2.81,62-150
21111,2015,62232,14.0,5.0,5.0,4.5,5.0,5.0,5.0,62-232
21112,2015,62240,10.25,4.5,4.25,4.25,4.75,4.25,4.0,62-240
21113,2015,62241,12.5,4.5,5.0,5.0,4.5,5.0,5.0,62-241
21114,2015,62275,12.38,3.25,2.13,2.13,3.0,2.0,2.04,62-275
21115,2015,62326,5.0,3.5,3.5,4.0,3.0,3.5,3.5,62-326
21116,2015,62371,5.0,4.5,4.25,4.5,5.0,4.5,4.25,62-371
21117,2015,62420,5.0,5.0,5.0,5.0,4.0,5.0,5.0,62-420
21118,2015,62478,2.75,3.5,2.75,3.25,3.75,3.25,3.25,62-478
21119,2015,62478,2.86,3.86,3.57,4.29,4.43,3.86,3.57,62-478
21120,2015,62661,5.0,4.0,4.0,5.0,4.0,4.0,4.0,62-661
21121,2015,62661,5.0,5.0,4.0,4.0,5.0,5.0,4.0,62-661
21122,2015,06100,6.92,3.67,3.38,3.13,4.19,3.05,3.06,06-100
21123,2015,06221,8.89,4.24,3.63,3.87,4.25,3.76,3.81,06-221
21124,2015,06222,2.13,4.36,4.02,4.38,4.4,4.25,3.75,06-222
21125,2015,06321,7.74,3.18,2.85,2.94,3.74,2.79,2.88,06-321
21126,2015,06322,2.0,4.76,4.57,4.67,4.76,4.81,4.52,06-322
21127,2015,06323,9.14,4.51,4.08,4.46,4.3,4.39,4.39,06-323
21128,2015,06421,20.33,4.7,4.44,4.37,4.59,4.42,4.11,06-421
21129,2015,06421,20.44,4.22,3.78,4.0,4.22,4.04,4.04,06-421
21130,2015,06423,9.43,3.32,3.05,3.05,4.05,3.05,3.05,06-423
21131,2015,06426,8.0,5.0,5.0,5.0,5.0,5.0,5.0,06-426
21132,2015,06500,6.82,4.74,4.59,4.78,4.93,4.81,4.67,06-500
21133,2015,06606,10.6,4.65,4.35,4.55,4.75,4.15,4.4,06-606
21134,2015,06608,2.73,4.56,4.37,4.54,4.66,4.54,4.39,06-608
21135,2015,06609,11.0,4.44,4.5,4.78,4.78,4.44,4.67,06-609
21136,2015,06610,8.0,4.83,4.33,5.0,4.83,4.67,4.5,06-610
21137,2015,06623,13.91,4.72,4.68,4.6,4.72,4.8,4.71,06-623
21138,2015,06625,11.85,4.65,4.62,4.65,4.73,4.62,4.69,06-625
21139,2015,06681,2.94,4.76,4.65,4.82,4.82,4.82,4.76,06-681
21140,2015,06703,10.63,4.25,4.38,4.63,4.75,4.38,4.5,06-703
21141,2015,06705,11.27,4.47,4.6,4.86,4.8,4.87,4.87,06-705
21142,2015,06713,13.11,4.21,3.47,3.89,3.84,3.74,3.89,06-713
21143,2015,06800,2.47,4.59,4.53,4.59,4.69,4.63,4.64,06-800
21144,2015,06801,11.0,2.0,3.0,1.0,4.0,2.0,1.0,06-801
21145,2015,06801,9.8,4.4,4.6,5.0,5.0,4.4,4.2,06-801
21146,2015,06801,11.0,1.0,1.0,1.0,4.0,1.0,1.0,06-801
21147,2015,06801,9.8,4.0,4.0,4.4,4.8,4.2,4.2,06-801
21148,2015,06804,10.0,4.44,4.44,4.22,4.44,4.44,4.33,06-804
21149,2015,06810,2.0,5.0,5.0,5.0,5.0,5.0,5.0,06-810
21150,2015,06815,9.18,4.92,4.77,4.92,4.92,4.92,4.92,06-815
21151,2015,39220,3.0,2.77,2.79,2.83,2.83,2.89,2.72,39-220
21152,2015,39220,2.29,3.14,3.1,3.14,3.14,3.14,3.0,39-220
21153,2015,39220,2.27,2.81,2.91,2.91,2.86,2.91,2.86,39-220
21154,2015,39220,2.3,3.19,3.19,3.24,3.19,3.19,3.05,39-220
21155,2015,39220,2.27,3.19,3.19,3.19,3.19,3.19,3.05,39-220
21156,2015,39310,2.4,3.18,3.14,3.29,3.31,3.24,3.04,39-310
21157,2015,39310,2.38,3.23,3.16,3.24,3.44,3.23,3.06,39-310
21158,2015,39310,2.45,3.23,3.21,3.25,3.33,3.29,3.13,39-310
21159,2015,39310,2.47,3.23,3.23,3.29,3.38,3.29,3.12,39-310
21160,2015,39310,2.53,3.29,3.2,3.24,3.35,3.22,3.11,39-310
21161,2015,39605,7.67,3.9,3.3,3.6,4.5,3.4,3.6,39-605
21162,2015,39610,10.12,4.42,4.15,4.08,4.69,4.12,3.88,39-610
21163,2015,39613,8.2,4.41,4.23,3.91,4.68,4.0,3.82,39-613
21164,2015,39652,7.4,4.4,3.6,3.8,4.2,4.0,4.0,39-652
21165,2015,39699,5.05,4.87,4.7,4.78,4.91,4.77,4.61,39-699
21166,2015,39801,11.0,5.0,5.0,5.0,5.0,5.0,5.0,39-801
21167,2015,39801,8.0,5.0,5.0,5.0,5.0,5.0,5.0,39-801
21168,2015,99104,4.08,4.64,4.43,4.64,4.93,4.71,4.21,99-104
21169,2015,99104,2.55,4.18,4.0,4.36,4.82,4.18,3.45,99-104
21170,2015,99104,4.75,3.92,3.83,4.25,4.25,4.0,3.42,99-104
21171,2015,99104,8.14,4.57,4.71,4.57,4.86,4.86,4.71,99-104
21172,2015,99104,3.91,4.17,4.5,4.33,4.58,4.0,3.92,99-104
21173,2015,99104,4.5,4.67,4.33,4.58,5.0,4.42,3.67,99-104
21174,2015,99104,4.73,4.33,4.25,4.42,4.75,4.67,4.0,99-104
21175,2015,99151,3.5,4.71,3.57,4.43,4.71,4.29,3.57,99-151
21176,2015,99151,3.5,4.0,3.43,4.0,4.14,3.71,3.86,99-151
21177,2015,99152,2.0,5.0,4.63,4.88,5.0,4.88,4.75,99-152
21178,2015,99190,3.8,5.0,4.2,4.2,5.0,4.0,4.6,99-190
21179,2015,99194,5.25,4.67,4.58,4.75,4.67,4.5,4.5,99-194
21180,2015,99194,5.3,4.27,4.09,4.36,4.09,4.18,4.5,99-194
21181,2015,99241,6.5,4.91,3.91,4.18,5.0,4.45,4.09,99-241
21182,2015,99452,4.57,4.86,5.0,5.0,4.86,5.0,5.0,99-452
21183,2015,99530,5.0,4.5,3.5,4.5,4.5,4.0,4.5,99-530
21184,2015,09103,9.83,3.75,3.25,3.83,3.33,3.5,3.42,09-103
21185,2015,09105,10.0,3.97,3.59,3.84,4.19,3.83,3.66,09-105
21186,2015,09105,9.54,4.05,3.6,3.74,4.15,3.66,3.56,09-105
21187,2015,09105,12.29,4.71,4.29,4.43,4.57,4.57,4.29,09-105
21188,2015,09106,7.78,4.02,3.83,4.0,4.36,3.84,3.86,09-106
21189,2015,09107,10.04,4.25,3.86,4.0,4.79,3.86,4.14,09-107
21190,2015,09122,6.29,4.57,4.43,4.29,4.86,4.43,4.14,09-122
21191,2015,09217,9.6,3.94,3.7,3.77,4.06,3.72,3.69,09-217
21192,2015,09219,9.71,4.86,4.68,4.45,4.86,4.36,4.59,09-219
21193,2015,09219,9.57,4.82,4.73,4.82,4.77,4.86,4.73,09-219
21194,2015,09221,15.58,4.64,4.3,4.49,4.66,4.38,4.25,09-221
21195,2015,09221,15.75,4.0,4.5,5.0,4.75,4.25,4.25,09-221
21196,2015,09222,14.11,4.56,4.22,4.67,4.67,4.38,4.44,09-222
21197,2015,09231,5.79,3.95,3.16,3.68,4.21,3.37,3.11,09-231
21198,2015,09321,12.42,4.31,4.15,4.58,4.42,4.38,4.42,09-321
21199,2015,09323,10.57,4.57,4.86,5.0,5.0,5.0,5.0,09-323
21200,2015,09344,10.35,4.18,3.53,4.29,4.59,4.29,4.0,09-344
21201,2015,09347,9.9,2.94,2.13,2.29,3.13,2.19,1.9,09-347
21202,2015,09507,9.8,4.0,3.83,3.67,4.67,4.17,4.33,09-507
21203,2015,09509,8.0,5.0,4.0,4.33,5.0,5.0,5.0,09-509
21204,2015,09519,6.29,4.29,4.0,3.71,4.57,4.0,4.0,09-519
21205,2015,09603,9.5,4.0,4.0,4.0,4.0,4.0,4.0,09-603
21206,2015,09701,2.0,5.0,5.0,5.0,5.0,5.0,3.0,09-701
21207,2015,09707,8.0,4.0,3.56,4.0,4.11,3.56,3.67,09-707
21208,2015,09711,11.0,4.0,3.78,4.0,4.67,4.0,3.67,09-711
21209,2015,09712,6.88,5.0,5.0,4.88,5.0,5.0,4.88,09-712
21210,2015,09715,11.0,4.0,3.8,3.4,4.2,3.8,4.2,09-715
21211,2015,09719,8.69,4.77,4.15,4.54,4.92,4.46,4.69,09-719
21212,2015,09720,8.75,5.0,5.0,4.75,5.0,5.0,5.0,09-720
21213,2015,09722,6.8,3.8,3.8,3.8,3.8,3.8,3.8,09-722
21214,2015,09722,8.8,5.0,5.0,5.0,5.0,5.0,5.0,09-722
21215,2015,09733,5.0,5.0,5.0,5.0,5.0,5.0,5.0,09-733
21216,2015,09801,10.4,4.8,4.8,4.8,5.0,4.8,4.6,09-801
21217,2015,86111,5.69,4.92,3.54,4.85,5.0,4.92,4.77,86-111
21218,2015,86375,7.4,4.8,4.4,4.8,5.0,4.6,4.6,86-375
21219,2015,86631,11.0,5.0,5.0,5.0,5.0,5.0,5.0,86-631
21220,2015,86675,7.25,4.4,4.6,4.2,4.4,3.8,3.8,86-675
21221,2015,86716,5.0,5.0,5.0,5.0,5.0,5.0,5.0,86-716
21222,2015,93703,11.16,4.68,4.06,4.48,4.45,4.35,4.03,93-703
21223,2015,93716,6.04,4.24,4.0,4.12,4.8,3.84,3.6,93-716
21224,2015,93732,9.2,4.38,3.95,4.19,4.33,4.29,4.1,93-732
21225,2015,93768,2.0,3.0,2.0,3.0,4.0,3.0,3.0,93-768
21226,2015,93808,6.85,3.54,3.46,3.31,4.15,3.15,2.85,93-808
21227,2015,93811,5.64,4.79,4.0,4.14,4.93,4.21,3.86,93-811
21228,2015,93813,4.18,4.36,3.73,4.55,4.64,4.0,3.82,93-813
21229,2015,93814,7.57,4.71,4.0,4.57,4.71,4.14,4.29,93-814
21230,2015,93828,6.0,4.83,4.83,4.5,4.83,4.67,4.33,93-828
21231,2015,93831,10.9,4.4,3.45,4.3,4.2,4.25,4.2,93-831
21232,2015,93835,12.0,5.0,5.0,4.75,5.0,5.0,4.75,93-835
21233,2015,93861,9.48,4.62,3.48,4.0,4.57,4.05,4.0,93-861
21234,2015,15104,12.48,3.52,3.09,3.06,4.15,3.09,3.61,15-104
21235,2015,15104,17.5,5.0,5.0,5.0,5.0,5.0,5.0,15-104
21236,2015,15110,9.32,3.98,3.7,3.88,4.35,3.76,3.69,15-110
21237,2015,15110,9.34,4.14,3.87,3.99,4.41,3.94,3.83,15-110
21238,2015,15110,9.51,3.9,3.57,3.94,4.4,3.76,3.75,15-110
21239,2015,15110,9.49,3.99,3.55,3.86,4.31,3.84,3.73,15-110
21240,2015,15112,13.92,4.79,4.5,4.63,4.92,4.75,4.54,15-112
21241,2015,15112,19.91,4.91,4.56,4.71,4.66,4.75,4.74,15-112
21242,2015,15112,13.33,4.16,3.43,4.14,4.86,4.24,3.95,15-112
21243,2015,15112,18.84,4.75,4.58,4.78,4.81,4.71,4.76,15-112
21244,2015,15112,25.27,4.33,3.25,3.08,4.67,3.27,3.33,15-112
21245,2015,15112,13.0,4.19,3.65,3.86,4.1,3.9,3.81,15-112
21246,2015,15121,13.73,3.32,3.04,3.5,3.71,3.18,3.11,15-121
21247,2015,15121,10.1,3.03,2.97,3.59,2.8,3.17,3.3,15-121
21248,2015,15121,13.09,4.54,4.21,4.36,4.5,4.43,3.79,15-121
21249,2015,15122,11.32,4.65,4.25,4.71,4.7,4.67,4.44,15-122
21250,2015,15122,13.78,4.21,3.94,4.34,4.51,4.18,4.25,15-122
21251,2015,15128,2.45,4.06,3.9,4.06,4.02,4.03,3.85,15-128
21252,2015,15129,6.47,4.87,4.73,4.67,4.87,4.73,4.33,15-129
21253,2015,15131,2.41,4.26,4.19,3.98,4.5,4.0,4.11,15-131
21254,2015,15150,14.64,4.53,4.4,4.67,4.4,4.6,4.6,15-150
21255,2015,15150,14.0,3.66,3.36,3.9,3.93,3.59,3.64,15-150
21256,2015,15210,12.99,3.95,3.32,3.27,4.16,3.16,3.72,15-210
21257,2015,15210,12.99,4.3,3.86,4.14,4.37,4.1,3.84,15-210
21258,2015,15213,13.96,3.86,3.59,4.01,4.21,3.86,4.05,15-213
21259,2015,15213,14.21,4.01,3.73,4.08,4.23,3.99,4.07,15-213
21260,2015,15213,15.69,4.63,4.25,4.88,4.56,4.81,4.81,15-213
21261,2015,15214,15.59,4.32,4.15,4.25,4.53,4.15,4.18,15-214
21262,2015,15214,15.6,4.47,4.22,4.47,4.48,4.35,4.18,15-214
21263,2015,15214,13.0,3.67,3.0,3.0,4.33,3.33,3.67,15-214
21264,2015,15251,17.07,4.82,4.65,4.78,4.85,4.82,4.62,15-251
21265,2015,15251,16.93,4.61,4.31,4.51,4.75,4.49,4.47,15-251
21266,2015,15291,7.33,4.11,3.89,3.38,4.33,3.78,4.11,15-291
21267,2015,15291,7.63,3.78,3.67,3.25,4.22,3.38,3.89,15-291
21268,2015,15294,6.5,4.64,4.0,4.91,4.27,4.45,4.45,15-294
21269,2015,15294,7.63,4.5,3.88,4.5,4.5,4.38,4.25,15-294
21270,2015,15295,8.2,3.0,2.8,2.2,3.0,2.8,2.4,15-295
21271,2015,15295,8.2,4.2,4.2,4.2,4.2,4.2,3.8,15-295
21272,2015,15295,5.33,4.67,4.22,4.56,4.56,4.33,4.67,15-295
21273,2015,15300,7.36,4.57,3.0,3.79,4.71,4.14,3.57,15-300
21274,2015,15313,10.45,4.67,4.25,4.42,4.67,4.42,4.17,15-313
21275,2015,15313,10.18,4.67,4.33,4.5,4.5,4.42,4.17,15-313
21276,2015,15317,14.14,4.71,4.83,4.57,4.86,4.86,4.57,15-317
21277,2015,15317,10.0,3.75,3.07,3.21,3.38,3.17,3.17,15-317
21278,2015,15319,14.0,4.0,3.0,3.0,4.0,3.0,4.0,15-319
21279,2015,15319,17.25,4.0,3.75,4.0,4.25,4.0,4.0,15-319
21280,2015,15351,8.5,3.83,2.83,3.67,4.0,3.5,3.67,15-351
21281,2015,15354,13.0,4.91,4.18,4.73,4.91,4.82,4.91,15-354
21282,2015,15381,8.58,4.56,4.14,4.56,4.36,4.39,4.14,15-381
21283,2015,15381,8.5,4.33,4.03,4.31,4.75,4.19,4.14,15-381
21284,2015,15387,8.0,4.5,3.5,4.0,4.5,4.0,4.25,15-387
21285,2015,15390,6.85,4.77,4.31,4.54,4.77,4.62,4.62,15-390
21286,2015,15390,9.2,4.27,4.27,4.0,4.27,4.0,4.09,15-390
21287,2015,15410,22.13,4.88,4.54,4.71,4.63,4.75,4.88,15-410
21288,2015,15411,20.42,4.94,4.57,4.77,4.97,4.83,4.71,15-411
21289,2015,15415,9.29,4.14,4.0,4.43,4.29,4.29,4.14,15-415
21290,2015,15415,9.71,4.0,3.86,4.14,3.86,4.14,3.86,15-415
21291,2015,15417,9.8,3.4,2.8,4.6,3.6,4.4,3.8,15-417
21292,2015,15421,6.13,4.63,4.5,4.5,4.5,4.63,4.25,15-421
21293,2015,15421,6.71,4.5,4.0,4.43,4.75,4.38,4.13,15-421
21294,2015,15421,6.13,4.33,3.57,4.43,5.0,4.43,4.29,15-421
21295,2015,15437,14.2,4.4,4.4,4.2,4.6,4.2,4.2,15-437
21296,2015,15437,11.27,4.73,4.18,4.45,4.73,4.73,4.55,15-437
21297,2015,15437,14.0,4.33,3.67,4.0,4.67,4.33,4.0,15-437
21298,2015,15437,11.6,5.0,4.5,4.67,4.33,4.33,4.33,15-437
21299,2015,15440,15.75,4.69,4.08,4.46,4.85,4.38,4.15,15-440
21300,2015,15440,12.36,3.85,3.48,3.55,4.18,3.58,3.58,15-440
21301,2015,15440,12.15,3.97,3.45,3.84,4.28,3.76,3.52,15-440
21302,2015,15441,12.5,5.0,3.0,5.0,5.0,5.0,4.0,15-441
21303,2015,15451,10.6,4.65,4.27,4.63,4.75,4.6,4.58,15-451
21304,2015,15451,15.42,4.67,4.08,4.83,4.75,4.67,4.5,15-451
21305,2015,15451,10.58,4.53,4.16,4.57,4.72,4.55,4.56,15-451
21306,2015,15453,8.5,4.31,3.62,4.5,4.46,4.54,4.54,15-453
21307,2015,15455,6.83,4.72,4.0,4.22,4.83,4.06,4.28,15-455
21308,2015,15455,6.67,4.61,3.94,4.28,4.78,4.11,4.22,15-455
21309,2015,15456,8.0,4.0,3.5,5.0,4.0,4.5,5.0,15-456
21310,2015,15462,15.88,4.81,4.13,4.56,4.63,4.75,4.75,15-462
21311,2015,15462,15.69,4.81,4.0,4.63,5.0,4.75,4.81,15-462
21312,2015,15463,8.75,4.82,4.09,4.91,4.73,4.73,4.73,15-463
21313,2015,15466,9.0,4.17,3.5,4.0,4.67,3.67,3.5,15-466
21314,2015,15487,8.0,4.56,3.88,4.78,4.78,5.0,4.67,15-487
21315,2015,15487,8.0,4.78,3.88,4.22,4.78,4.11,4.67,15-487
21316,2015,15513,17.86,4.6,4.41,4.74,4.8,4.65,4.8,15-513
21317,2015,15513,17.63,4.71,4.58,4.76,4.81,4.72,4.83,15-513
21318,2015,15539,11.05,3.19,3.05,2.95,4.1,3.24,2.55,15-539
21319,2015,15605,23.58,4.69,4.62,4.77,4.77,4.62,4.85,15-605
21320,2015,15611,23.55,4.64,4.64,4.36,4.73,4.45,4.45,15-611
21321,2015,15612,10.5,5.0,4.83,4.5,4.83,4.83,4.33,15-612
21322,2015,15615,11.51,4.7,4.6,4.72,4.7,4.76,4.78,15-615
21323,2015,15615,11.38,4.8,4.65,4.76,4.84,4.78,4.74,15-615
21324,2015,15617,8.0,3.5,3.5,4.5,3.5,4.0,4.5,15-617
21325,2015,15619,25.04,3.84,3.43,3.79,4.1,3.83,4.0,15-619
21326,2015,15619,25.28,4.07,3.57,4.09,4.17,4.0,4.48,15-619
21327,2015,15619,25.82,4.11,3.93,4.11,4.31,3.91,4.09,15-619
21328,2015,15619,26.5,3.83,4.0,4.17,4.67,4.17,4.33,15-619
21329,2015,15637,14.67,4.83,4.63,4.67,4.75,4.75,4.71,15-637
21330,2015,15637,17.15,4.81,4.76,4.81,4.95,4.81,4.81,15-637
21331,2015,15637,14.29,4.47,4.71,4.59,4.71,4.71,4.65,15-637
21332,2015,15637,15.64,4.91,4.64,4.82,5.0,5.0,4.91,15-637
21333,2015,15640,14.55,3.9,3.75,3.68,4.29,3.75,3.92,15-640
