,desc,prereqs,coreqs,name,units,department,profs,School Level,Course
178,"This course is required in the final fall semester of the MII-PS Advanced Study degree. The masters essay will 1) assimilate the teachings of the program and the summer internship, 2) allow the student to put the context of the program in perspective with respect to the literature, 3) expose applications or extensions of the program teachings in the context of an application or field of study.  A written masters essay and public presentation will be required. Restricted to MII-PS Advanced Study students only.",None,None,Integrated Innovation Institute Masters Essay,12.0,Integrated Innovation Institute,"Boatwright, Peter",Graduate,49-747
179,"The course seeks to blend finance and economics to help entrepreneurs to understand the relationship between venture finance and evaluation of business risk. It starts with a workshop on the accounting tools that are necessary for entrepreneurs to make a business case for their software start-ups. In the process students will acquire a range of business understanding and skills necessary to build a new company and plan for equity participation for founders, employees, and venture capitalists.   The workshop on accounting fundamentals, is followed by some introductory finance, and then students work through the process of converting operating, human resource, capital, and marketing plans into a set of financial projections that enables a start-up to be valued and funded. Students will learn   How early stage startups reduce uncertainty about the viability of their ventures by experimentation, planning, and decide under what conditions scaling early may be beneficial;  Understand the sources of finance for entrepreneurial activity and their role in maximizing gain while controlling personal risk;  How to  put together a financial plan and pitch for their Start-Up in a professional manner.",None,None,Finance for Entrepreneurial Ventures,12.0,Integrated Innovation Institute,"Thomas, Ravi",Graduate,49-768
180,"This course is for students in the MIIPS Advanced Study 16 month program who are pursuing an internship. Internships work can be conducted on-site with a company or thru sponsored projects at the Integrated Innovation Institute. At the end of the summer, students will submit a paper reflecting on their internship experience and how it relates to the MII-PS curriculum. Special permission is required to be enrolled in this course. This course is only offered during the summer.",None,None,Integrated Innovation Institute Internship/Practica,3.0,Integrated Innovation Institute,"Smith, Jason",Graduate,49-746
181,"Working with the faculty, realize that the faculty are most interested in Independent Study projects that further their own research goals. You may not be successful on your first inquiry, so please be patient. We want you to have a good Independent Study experience, so faculty are encouraged to say no if they dont have the cycles to mentor a project.   Once you and the faculty have agreed upon the independent study, send the independent study form to the director of your program.",None,None,Software Management Independent Study,,Integrated Innovation Institute,Instructor TBA,Graduate,49-790
182,None,None,None,Independent Study,,Information Systems:Sch of IS & Mgt,Instructor TBA,Graduate,95-912
183,None,None,None,Independent Study,,Information Systems:Sch of IS & Mgt,Instructor TBA,Graduate,95-913
184,None,None,None,Independent Study,,Information Systems:Sch of IS & Mgt,Instructor TBA,Graduate,95-910
185,"Student teams continue work on their product or business idea. Student teams may refine or rework ideas, or continue to extend the work started in previous semesters. A plan, including milestones and deliverables, which is developed by the team must be submitted to and approved by the faculty advisor at the start of this course.",None,None,Software Management Capstone Project,,Integrated Innovation Institute,Instructor TBA,Graduate,49-791
186,"The practicum involves application of the SM program concepts in an actual business environment. Acting as consultants to one or more customers, student teams must scope a project; develop a project plan and detailed statement of work. Practicum topics are typically proposed by outside companies, which are looking to work with our students, but there are other options available as well. Students must demonstrate all deliverables to the customer(s), whose assessment of the work is a major component of the grade. More than a simple internship, the practicum involves real responsibility, teamwork, accountability, and rigor.",None,None,Software Management Practicum,,Integrated Innovation Institute,"Mercier, Gladys",Graduate,49-792
187,None,None,None,Internship,,Materials Science & Engineering,Instructor TBA,Junior,27-390
188,"This course is for students in the MsTV program who are pursuing an internship. Internship work can be conducted on-site with a company or thru sponsored projects at the Integrated Innovation Institute. At the end of the summer, students will submit a paper reflecting on their internship experience and how it relates to the MsTV curriculum. This course is only offered during the summer.",None,None,Master of Science in Technology Ventures - Internship/Practica,3.0,Integrated Innovation Institute,"Root, Sheryl",Graduate,49-859
189,"This course is for SM students who are pursuing an internship. Internships work is conducted on-site at local software companies. Special permission is required to be enrolled in this course, therefore, eligible students should contact the program director.",None,None,Curricular Practical Training in Software Management,,Integrated Innovation Institute,"Mercier, Gladys",Graduate,49-793
190,TBA,None,None,Academic Variant,,Materials Science & Engineering,Instructor TBA,Freshman,27-111
191,"This course is designed to give experience in individualized research under the guidance of a faculty member.  The topic is selected by mutual agreement, and will give the student a chance to study the literature, design experiments, interpret the results and present the conclusions orally and in writing.",None,None,Materials Project I,,Materials Science & Engineering,Instructor TBA,Graduate,27-555
192,"Second semester of Materials Project.  This course is designed to give experience in individualized research under the guidance of a faculty member.  The topic is selected by mutual agreement, and will give the student a chance to study the literature, design experiments, interpret the results and present the conclusions orally and in writing.",None,None,Materials Project II,,Materials Science & Engineering,Instructor TBA,Graduate,27-556
193,This course is designed to give students enrolled in an MSE graduate program an opportunity to conduct extensive research over the course of their studies. Variable hrs.,None,None,Graduate Reading and Research,,Materials Science & Engineering,"Rohrer, Gregory",Graduate,27-773
194,"Individual research project, including laboratory, theroetical, library or design work followed by a written or oral report on the work accomplished.",None,None,Masters Project,,Materials Science & Engineering,"Khan, Neetha",Graduate,27-756
195,None,None,None,Internship,,Materials Science & Engineering,Instructor TBA,Graduate,27-995
196,This course is designed to give students enrolled in the Ph.D. program an opportunity to conduct extensive research over the course of their studies. Variable hrs.,None,None,Thesis,,Materials Science & Engineering,"Rohrer, Gregory",Graduate,27-775
197,This course is used to indicate whether a student has satisfied the final report requirement for the Master of Science in Materials Science Degree Program.  Students in the program will be registered for the course in their final semester of the program.,None,None,Masters Report,0.0,Materials Science & Engineering,"Khan, Neetha",Graduate,27-675
198,"Functions, limits, derivatives, logarithmic, exponential, and trigonometric functions, inverse functions; LHospitals Rule, curve sketching, Mean Value Theorem, related rates, linear and quadratic approximations, maximum-minimum problems, inverse functions, definite and indefinite integrals, and hyperbolic functions; applications of integration, integration by substitution and by parts.  3 hrs lec., 2 hrs. rec.",None,None,Differential and Integral Calculus,10.0,Mathematical Sciences,"Flaherty, Timothy",Freshman,21-120
199,"This course provides the opportunity for a detailed study of the literature on some subject under the guidance of a faculty member, usually but not necessarily in preparation for the Capstone Course, 27-401/402.",None,None,Supervised Reading,,Materials Science & Engineering,Instructor TBA,Senior,27-454
200,"The Mellon College of Science at Carnegie Mellon considers experiential learning opportunities important educational options for its undergraduate students. One such option is an internship, normally completed during the summer. Students do not need to officially register for an internship unless they want it listed on their official transcripts. The MCS Undergraduate Deans Office will add the course to the students schedule, and the student will be assessed tuition for 3 units. Upon completion of the internship, students must submit a 1-2 page report of their work experience, and a 1-2 page evaluation from the academic or company supervisor to the Undergraduate Deans Office in DH 1324. After the reports have been reviewed and approved, a P grade will be assigned.",None,None,MCS Summer Internship,,MCS Interdisciplinary,"Braun, Maggie",Freshman,38-052
201,"Vectors, lines, planes, quadratic surfaces, polar, cylindrical and spherical coordinates, partial derivatives, directional derivatives, gradient, divergence, curl, chain rule, maximum-minimum problems, multiple integrals, parametric surfaces and curves, line integrals, surface integrals, Green-Gauss theorems. 3 hrs. lec., 1 hr. rec.",21-122,None,Calculus in Three Dimensions,9.0,Mathematical Sciences,"Howell, Jason",Sophomore,21-259
202,"A first course in linear algebra intended for scientists, engineers, mathematicians and computer scientists.  Students will be required to write some straightforward proofs.  Topics to be covered: complex numbers, real and complex vectors and matrices, rowspace and columnspace of a matrix, rank and nullity, solving linear systems by row reduction of a matrix, inverse matrices and determinants, change of basis, linear transformations, inner product of vectors, orthonormal bases and the Gram-Schmidt process, eigenvectors and eigenvalues, diagonalization of a matrix, symmetric and orthogonal matrices. 21-127 is strongly recommended. 3 hrs. lec., 1 hr. rec",None,None,Matrices and Linear Transformations,10.0,Mathematical Sciences,"Howell, Jason",Sophomore,21-241
203,"Integration by trigonometric substitution and partial fractions; arclength; improper integrals; Simpsons and Trapezoidal Rules for numerical integration; separable differential equations, Newtons method, Eulers method, Taylors Theorem including a discussion of the remainder, sequences, series, power series. Parametric curves, polar coordinates, vectors, dot product. 3 hrs lec., 2 hrs. rec.",21-112 or 21-120,None,Integration and Approximation,10.0,Mathematical Sciences,"Handron, David",Freshman,21-122
204,"This course introduces the basic concepts, ideas and tools involved in doing mathematics. As such, its main focus is on presenting informal logic, and the methods of mathematical proof. These subjects are closely related to the application of mathematics in many areas, particularly computer science. Topics discussed include a basic introduction to elementary number theory, induction, the algebra of sets, relations, equivalence relations, congruences, partitions, and functions, including injections, surjections, and bijections.  A basic introduction to the real numbers, rational and irrational numbers.  Supremum and infimum of a set.  3 hrs. lec., 2 hrs. rec.",None,None,Concepts of Mathematics,10.0,Mathematical Sciences,"Gheorghiciuc, Irina",Freshman,21-127
205,"Students in this course gain experience with the application of mathematical models to business and/or industrial problems during an internship.  The internship is set up by the student in consultation with a faculty member.  The students must also have a mentor at the firm providing the internship, who together with the faculty member develops a description of the goals of the internship.  The internship must include the opportunity to learn about problems which have mathematical content.",None,None,Practicum,,Mathematical Sciences,"Howell, Jason",Graduate,21-590
206,This course affords undergraduates to pursue elementary research topics in the area of expertise of the instructor.  The prerequisites will depend on the content of the course.,None,None,Mathematical Modeling,9.0,Mathematical Sciences,"Hagerty, Adrian",Senior,21-499
207,None,None,None,Reading and Research,,Mathematical Sciences,"Hrusa, William",Graduate,21-900
208,"The Department of Mechanical Engineering at Carnegie Mellon considers experiential learning opportunities important educational options for its undergraduate students. One such option is an internship, normally completed during the summer. Students do not need to officially register for an internship unless they want it listed on their official transcripts. The Mechanical Engineering Department will add the course to the students schedule, and the student will be assessed tuition for 3 units. Upon completion of the internship, students must submit a 1-2 page report of their work experience, and a 1-2 page evaluation from the company supervisor to the Academic Advisors Office. After the reports have been reviewed and approved, a P grade will be assigned. This process should be used by international students interested in Curricular Practical Training (CPT) International students should also be authorized by the Office of International Education (OIE). More information regarding CPT is available on OIEs website.",None,None,Internship in Mechanical Engineering,3.0,Mechanical Engineering,"Hertz, Chris",Freshman,24-052
209,None,None,None,Practicum in Mathematical Sciences,,Mathematical Sciences,"Hrusa, William",Graduate,21-785
210,Individual reading courses or projects in mathematics and its applications. Prerequisites and units to be negotiated with individual instructors.,None,None,Undergraduate Reading and Research,,Mathematical Sciences,Instructor TBA,Graduate,21-599
211,"The Department of Mechanical Engineering at Carnegie Mellon considers practical learning opportunities important educational options for its undergraduate students.  One such option is cooperative education, which provides a student with an extended work experience with a company or government institution.    To participate, students must possess at least junior status and have an overall grade point average of 3.0 or above.  Students must complete a Co-Op Approval Form and submit it for approval.  If the application is approved, the course will be added to the students schedule and the student will be assessed tuition for 0 units for each semester that the student participates. All co-ops must be approximately 5-8 months in uninterrupted length. Upon completion of the co-op experience, students must submit a 1-2 page report of their work experience, and a 1-2 page evaluation from the company supervisor to the ME Undergraduate Education Committee.  If the reports are approved, a P grade will be assigned.  International students should contact their academic advisor for additional information.   Prerequisite:  Special permission required",None,None,Mechanical Engineering Co-op,,Mechanical Engineering,"Hertz, Chris",Junior,24-390
212,"Ordinary differential equations: first and second order equations, applications, Laplace transforms; partial differential equations: partial derivatives, separation of variables, Fourier series; systems of ordinary differential equations; applications. 21-259 or 21-268 or 21-269 are recommended. 3 hrs. lec., 1 hr. rec.",21-122,None,Differential Equations,9.0,Mathematical Sciences,"Handron, David",Sophomore,21-260
213,"A major part of the course concentrates on algebraic methods, which are relevant in the study of error correcting codes, and other areas. Topics covered in depth include permutations and combinations, generating functions, recurrence relations, the principle of inclusion and exclusion, and the Fibonacci sequence and the harmonic series. Additional topics may include existence proofs, partitions, finite calculus, generating combinatorial objects, Polya theory, codes, probabilistic methods. 3 hrs. lec",(21-122) and (21-228 or 15-251),None,Combinatorics,9.0,Mathematical Sciences,"Gheorghiciuc, Irina",Junior,21-301
214,This independent study is designed to give students an opportunity to explore pertinent subjects through faculty directed reading. Variable hrs.   Prerequisite: Completion of Supervised Reading form acquired by your graduate MechE advisor; which includes permission of the instructor.,None,None,Supervised Reading,,Mechanical Engineering,"Hertz, Chris",Graduate,24-793
215,"This course is designed to give students increased exposure to open-ended problems and research type projects. It involves doing a project on a research or design topic and writing a thesis describing that project. The project would be conducted under the supervision of a mechanical engineering faculty member (the advisor), and must be approved by the advisor before inception. This course can be taken at any time after the Junior year and before graduation which includes the summer after the Junior year. Completion of 18 units of this course with a grade of B or better is a partial fulfillment of the requirements for Departmental Research Honors.",None,None,Department Research Honors,,Mechanical Engineering,"Hertz, Chris",Senior,24-492
216,"Practice in the organization, planning, and execution of appropriate engineering projects. These investigations may be assigned on an individual or a team basis and in most cases will involve experimental work.  9 hrs. lab.",None,None,Mechanical Engineering Project,,Mechanical Engineering,"Hertz, Chris",Junior,24-392
217,"Practice in the organization, planning, and execution of appropriate engineering projects. These investigations may be assigned on an individual or a team basis and in most cases will involve experimental work.  9 hrs. lab.",None,None,Mechanical Engineering Project,,Mechanical Engineering,"Hertz, Chris",Junior,24-391
218,"This course is designed to give students increased exposure to open-ended problems and research type projects. It involves doing a project on a research or design topic and writing a thesis describing that project. The project would be conducted under the supervision of a mechanical engineering faculty member (the advisor), and must be approved by the advisor before inception. This course can be taken at any time after the Junior year and before graduation which includes the summer after the Junior year. Completion of 18 units of this course with a grade of B or better is a partial fulfillment of the requirements for Departmental Research Honors.",None,None,Department Research Honors,,Mechanical Engineering,"Hertz, Chris",Senior,24-491
219,None,None,None,Doctoral Thesis Research,,Mathematical Sciences,"Shreve, Steven",Graduate,21-902
220,No course description provided.,None,None,Graduate Reading and Research,,Mechanical Engineering,"Hertz, Chris",Graduate,24-796
221,"This course is designed to be a training opportunity in engineering research and associated professional activity. Content includes a series of investigations under the students initiative culminating in comprehensive reports, with special emphasis on orderly presentation and effective English composition for Master of Science candidates. Variable hrs.    Prerequisite: permission of the instructor.",None,None,Master of Science Project,,Mechanical Engineering,"Hertz, Chris",Graduate,24-794
222,"The Department of Mechanical Engineering at Carnegie Mellon considers experiential learning opportunities important educational options for its graduate students. One such option is an internship, normally completed during the summer. If a student receives an internship, the Mechanical Engineering Department will add the internship course to the students schedule, and the student will be assessed tuition for 3 units. Upon completion of the internship, students must submit a 2-3 page report with supervisor signature detailing the work experience and including how the internship was related to Mechanical Engineering. After the report has been reviewed and approved, a letter grade will be assigned and these 3 units will count towards degree requirements. International students interested in registering for the practicum must also be authorized for Curricular Practical Training (CPT).  Further information is available on the Office of International Education?s website: www.cmu.edu/oie.",None,None,Practicum in Mechanical Engineering,,Mechanical Engineering,"Hertz, Chris",Graduate,24-799
223,tba,None,None,Organizational Ethics,4.0,Medical Management:Sch of Pub Pol & Mgt,"Apple, Rebekah",Graduate,92-848
224,"Elementary Spanish Online I is for beginning students, emphasizing the development of communicative language and cultural competence. Students will work towards improving their writing, reading, listening and speaking abilities in Spanish, such that they become comfortable working with a variety of topics from Spanish-speaking cultural areas. Students will develop basic interactional and routine public communication patterns. This course is designed for students with no previous knowledge of Spanish and who need a more flexible approach to language learning than that offered in a standard classroom course. All materials are Web-based, with extensive use of Internet technologies for research, writing, and communication. During regular semesters, this course is offered in a hybrid mode requiring one 80-minute class per week in addition to weekly 20-minute individual meetings with the instructor or a peer speaking assistant. There is a materials fee for taking this course which is paid by credit card on first log-in to the course website. A student with prior experience in Spanish must take the placement exam.",None,None,Elementary Spanish I Online,12.0,Modern Languages,"Tardio, Therese",Freshman,82-143
225,N/A,None,None,Business Plan Development,4.0,Medical Management:Sch of Pub Pol & Mgt,"Zak, Timothy",Graduate,92-898
226,"This course is for students with no prior experience in French. Using a proficiency-oriented approach, students will develop contextually appropriate interpersonal communication skills in both written and spoken French, develop reading and listening skills through the use of various media, understand fundamental grammar, acquire vocabulary, and gain a basic understanding of French and francophone cultures through class activities. Regular homework, quizzes, tests, presentations, and class participation are mandatory (four in-class hours per week). The elementary level is also designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. A student with prior experience in French must take the placement exam.",None,None,Elementary French I,12.0,Modern Languages,"Van Compernolle, Remi",Freshman,82-101
227,"This course introduces learners to Modern Standard Arabic (MSA) in its written and spoken forms to achieve communicative competence at the elementary level in all language skills (listening, speaking, reading, and writing). To this end the course follows a proficiency-oriented approach to language teaching. In addition to MSA, the course introduces students to one of the popular spoken dialects in the Arab world such as Egyptian, Levantine, or Moroccan (depending upon the instructors background/expertise). Students will also study various cultural aspects of the Arab world through written, audio-visual and online-based materials.  Students with prior knowledge of Arabic must take the placement exam.",None,None,Elementary Arabic I,12.0,Modern Languages,"Al Masaeed, Khaled",Freshman,82-111
228,"This course is the first part of a two-semester course sequence (82-171, 82-172) for students with no prior experience in Japanese. It emphasizes the development of communicative language proficiency through oral practice, aural comprehension, reading, writing, and the study of cultural aspects of Japanese society. Regular homework, quizzes, tests, presentations, and class participation are mandatory (four in-class hours per week). The elementary level is also designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. A student with prior experience in Japanese must take the placement exam.",None,None,Elementary Japanese I,12.0,Modern Languages,"Scheide, Angel",Freshman,82-171
229,"Chinese calligraphy is a crucial part of Chinese culture and world art. It is also a clear manifestation of Chinese philosophy that has influenced Chinese people for several thousand years. This introductory course on Chinese calligraphy provides students with basic knowledge of Chinese calligraphy and how it mirrors Chinese history, culture, and philosophy. It will also introduce the fundamental characteristics of the Chinese writing system, its cultural content, and principles of formation as well as the skills used in Chinese calligraphy. At the end of the course, students will have a good understanding of Chinese characters and their cultural and philosophical background but also be able to appreciate the art and beauty in Chinese calligraphy. Classes include lectures, movies, discussions, hands-on practice, and projects. Field trips and guest speakers may also be arranged if opportunities should arise.  Prerequisite: None",None,None,Chinese Calligraphy: Culture and Skills,9.0,Modern Languages,"Yao, Tianxue",Freshman,82-137
230,"This course brings linguistic and cultural diversity in the Arab world to the forefront through exposing students to the key social issues in the study of multilingualism. To this end, the course will explore and analyze some of the deeply held language ideologies in Arab and international contexts. Topics to be covered in the course include (but are not limited to) multilingualism within and across languages (e.g., multidialectal practices, code-switching between languages, language variation and change), societal and individual multilingualism (e.g. language and identity), multilingualism in institutional sites (e.g. schools, the work place), language policy and planning, and language rights.  The course is taught in a seminar, discussion-based format and students will construct projects to explore course topics in a hands-on manner. The course is taught in English and students who wish to take the course as a Modern Languages major or minor elective will need to complete their final project on a topic relevant to the language they study.",None,None,Multilingualism and Multiculturalism in the Arab World,9.0,Modern Languages,"Al Masaeed, Khaled",Sophomore,82-217
231,"82-286-W  The French in the Middle East: We will work to uncover the genesis of cultural stereotypes that the French have of people from the Arab world, and vice versa, and trace stereotypes historically to their modern forms. Our questions are: What happens when cultures mix? What are sources of stereotypes? Do they hinder modern social and political relationships? What is Frances current relationship with countries in the Middle East? How do people from the Arab world-view France and the French?  82-286-X Political and Social Institutions - Islam in France: How do political and social institutions respond to changes that are the result of newer populations to established nations? By 2057, France will house the largest population of Muslims in Western Europe and Islam may become the majority religion in France. 43 of the French do not currently believe that Islam is compatible with French society and face ongoing tensions that seemingly jeopardize the fabric of the Republics  ideologies.",None,None,Understanding Cultural Complexities,9.0,Modern Languages,"Youngs, Bonnie",Sophomore,82-286
232,TBA,None,None,Internship,,Music,"Johnston, Sharon",Graduate,57-590
233,"This course surveys the development and contexts of European art music and its global adaptation. While keeping in view the chronology from Gregorian chant to the present, this survey emphasizes key personalities and issues, particularly issues relating to period style and interpretive decisions in performance.",None,57-188,Survey of Western Music History,9.0,Music,"Johnston, Paul",Freshman,57-173
234,"This course is the first part of a two-semester course sequence (82-271, 82-272). At the intermediate level, students will continue to improve the basic skills of listening, speaking, reading and writing skills with the goal of becoming more proficient in daily communication needs, and takes an integrated approach to the study of Japanese language and culture, consisting of grammar review, reading, and intensive practice in written and spoken Japanese. Course materials include authentic audiovisual and written texts in addition to the assigned textbooks. Also integrated are cultural explorations through direct interactions with native speakers. Regular homework, quizzes, tests, presentations, essays, and class participation are mandatory (four in-class hours per week). A student with prior experience in Japanese must take the placement exam.",82-172,None,Intermediate Japanese I,12.0,Modern Languages,"Yasuhara, Yoshihiro",Sophomore,82-271
235,This practicum is offered to improve the performance skills of performance majors by providing them orchestral or vocal performance experience in a professional ensemble.  Practical experience is essential for the career development of the professional musician.,None,None,Practicum,,Music,"Johnston, Sharon",Graduate,57-690
236,"This course is the required co-requisite listening component for Survey of Western Music History (57-173).  In this course, students listen critically to essential music which has stood the test of time and to superior performances.  It features 2-3 hours of listening per week.",None,57-173,Repertoire and Listening for Musicians,1.0,Music,"Johnston, Paul",Freshman,57-188
237,"This course is designed for students who have completed four semesters of Russian at Carnegie Mellon or for those who have equivalent Russian skills as demonstrated via placement exam. The course focuses on further development of the linguistic and stylistic practices of advanced students based on cultural analysis of Russian literature. Focus is on rapid vocabulary expansion as well as correction of high frequency syntax errors that persist beyond the intermediate level. Written compositions and translations, assigned for homework, are required for the development of grammatical accuracy and stylistic appropriateness. All class discussions are conducted in Russian. A student with prior experience in Russian must take the placement exam.",None,None,Special Topics: Russian in Context,9.0,Modern Languages,"Kats, Naum",Junior,82-399
238,"This course deals with common-practice harmony. It includes triads and their inversions, tonality and modality, non-harmonic tones, cadences, and the basic concepts of modulation.  Section assignment is determined by a placement test.  It includes work on fundamentals for inexperienced students.",None,None,Basic Harmony I,9.0,Music,"Domencic, Mark",Freshman,57-149
239,TBD,None,None,Graduate Reading and Research,5.0,Music,"Johnston, Sharon",Graduate,57-972
240,"As human beings, we frequently grapple with difficult moral questions. How ought I treat my friends and peers? What kinds of policies should a government adopt? When, if ever, can we justify harm? These are the kinds of questions we will consider as we survey some ethical theories from across the globe and across time. Along the way, we will consider the implications of those theories for real world ethical issues of today.",None,None,Introduction to Ethics,9.0,Philosophy,"Broxham, Mason",Freshman,80-130
241,"In this introductory course we will explore three major areas of Philosophy: Ethics, Metaphysics, and Epistemology. Accordingly the course is divided into three sections. In each section we will read primary sources and discuss some of the main philosophic problems associated with that area. These will include: moral problems (Ethics), problems rising from the debates about free-will, personal identity or intelligence (Metaphysics), and inquiries about the scope and limits of human knowledge (Epistemology). We will then introduce some theories designed to solve such problems, and try to understand the strengths and weaknesses of these theories. We will apply different techniques and theories to issues that we might encounter in the real world. We will use class discussions, homeworks and papers to learn skills for evaluating arguments. These skills include: how to present a philosophic argument, what are the assumptions that justify it, what are its weaknesses and its strengths, whether such weaknesses can be resolved and, if they cannot be resolved, why.",None,None,Introduction to Philosophy,9.0,Philosophy,"Millar, Adam",Freshman,80-100
242,Directed Reading,None,None,Directed Reading,,Philosophy,"Zollman, Kevin",Graduate,80-990
243,"While many interesting questions about religion are belief-specific, we will strive in this course to keep a global perspective. We will begin by considering a concept at the center of Western religion -- God -- as it presents itself in various traditions. We will then move to consider major Eastern religions, with a focus on their influence on philosophical thought. In both of these studies, we will emphasize the relationship between language and religion. We will conclude the course by considering commonalities between Eastern and Western religious thought. The student should leave the course with 1) the tools to consider religious text and rhetoric philosophically, and 2) a sharpened idea of what religion is (though this might differ from my own).",None,None,Philosophy of Religion,9.0,Philosophy,"Walker, Alec",Sophomore,80-276
244,Independent Study,None,None,Independent Study,,Philosophy,Instructor TBA,Senior,80-495
245,"This web-based course introduces students to central issues in logic and develops their ability for constructing and refuting arguments. It addresses the question: How can one analyze the structure of rational discourse or, more specifically, the logical structure of argumentation? An answer to this question requires: (i) uncovering the logical form of statements; (ii) defining the correctness of logical steps; (iii) formulating inference rules for the logical forms; (iv) designing strategies for argumentation with the inference rules. The course takes these steps for both sentential and quantificational logic. Presentation: The material is presented on-line, though some exercises must be done with pen and paper. Additional reading of historical and philosophical character complements the systematic on-line presentation. Weekly small discussion meetings with collaborative reviews, substantive discussions and critical reflections supplement the on-line material.",None,None,Logic and Proofs,9.0,Philosophy,"Derakhshan, Farzaneh",Sophomore,80-210
246,Thesis Research,None,None,Thesis Research,,Philosophy,"Zollman, Kevin",Graduate,80-991
247,Graduate Reading and Research,None,None,Reading and Research,,Philosophy,Instructor TBA,Graduate,80-998
248,"This is the second course in the introductory physics sequence for chemistry and biological science majors. The course will consist of eight portions covering (1) electrostatics and dynamics, (2) electrical circuits, (3) magnetism, (4) waves, (5) optics, (6) diffusive motion, and (7) hydrostatic forces and flow.  Emphasis will be put on the application of the underlying physical principles in the study of biology and chemistry.",(33-121 and 21-120) or (33-151) or (33-141) or (33-111 and 21-120) or (33-131) or (33-106),21-122 or 21-124,TBA,9.0,Physics,"Vogel, Helmut",Freshman,33-122
249,"Countless topics of social and political importance are intimately related to science in general and physics in particular. Examples include energy production, global warming, radioactivity, terrorism, and space travel. This course aims to provide key bits of knowledge based on which such issues can be discussed in a meaningful way, i.e., on the level of arguments and not just vague beliefs. We will cover an unusually wide range of topics, including energy, heat, gravity, atoms, radioactivity, chain reactions, electricity, magnetism, waves, light, weather, and climate. No calculus or algebra will be required. The course is open for all students at CMU.",None,None,Physics for Future Presidents,9.0,Physics,"Vogel, Helmut",Freshman,33-115
250,"Astronomy continues to enjoy a golden age of exploration and discovery. This course presents a broad view of astronomy, straightforwardly descriptive and without any complex mathematics. The goal of the course is to encourage non-technical students to become scientifically literate and to appreciate new developments in the world of science, especially in the rapidly developing field of astronomy. Subjects covered include the solar system, stars, galaxies and the universe as a whole. The student should develop an appreciation of the ever-changing universe and our place within it. Computer laboratory exercises will be used to gain practical experience in astronomical techniques. In addition, small telescopes will be used to study the sky. This course is specifically geared toward non-science/engineering majors.",None,None,Introduction to Astronomy,9.0,Physics,"Turnshek, Diane",Freshman,33-124
251,"This is the second half of a two-semester calculus-based introductory physics sequence for engineering and physics students. Two fifths of the course covers electricity, including electrostatics and electric fields, Gauss law, electric potential, and simple circuits. Two fifths cover magnetism, including magnetic forces, magnetic fields, induction and electromagnetic radiation. One fifth of the course covers mechanical waves (including standing and traveling waves, superposition, and beats) and electromagnetic waves (including mode of propagation, speed, and other properties).",(33-106) or (33-141) or (21-120 and 33-111) or (33-131) or (33-151) or (21-120 and 33-121),21-122,Physics II for Engineering and Physics Students.,12.0,Physics,"Ghosh, Kunal",Freshman,33-142
252,"This is a first semester, calculus-based introductory physics course. Basic principles of mechanics and thermodynamics are developed. Topics include vectors, displacement, velocity, acceleration, force, equilibrium, mass, Newtons laws, gravitation, work, energy, momentum, impulse, torque and angular momentum, temperature, heat, equations of state, thermodynamic processes, heat engines, refrigerators, first and second laws of thermodynamics, and the kinetic theory of gases.",None,21-120,Physics I for Engineering Students,12.0,Physics,"Klein, George",Freshman,33-141
253,"Open to all senior physics majors. May include research done in a research lab, extending the capabilities of a teaching lab, or a theoretical or computational physics project. The student experiences the less structured atmosphere of a research program where there is much room for independent initiative. Modern Physics Laboratory, 33-340, should precede this course, though it is not required. A list of research projects is available. The student must contact a faculty member and/or the Assistant Head for the Undergraduate Affairs before registering so that student project pairings can be set. Reports on results are required at end of semester.",None,None,Senior Research,,Physics,Instructor TBA,Senior,33-451
254,The student explores a certain area of advanced physics under the supervision of a faculty member. The student must contact a faculty member and the Assistant Head for Undergraduate Affairs before registering.,None,None,Supervised Reading,,Physics,Instructor TBA,Senior,33-499
255,None,None,None,Graduate Laboratory,,Physics,"Paulini, Manfred",Graduate,33-997
256,None,None,None,Practicum in Physics,,Physics,"Paulini, Manfred",Graduate,33-996
257,Physics Internship,None,None,Internship,,Physics,"Ghosh, Kunal",Senior,33-495
258,None,None,None,Applied Economics,9.0,Public Policy & Mgt:Sch of Pub Pol & Mgt,"Benedict, Mary Ellen",Senior,90-454
259,None,None,None,Thesis Research,,Physics,"Paulini, Manfred",Graduate,33-998
260,"The Internship in Psychology is designed to enable students to gain experience in professional settings related to their studies in Psychology and earn credit for the intellectual work involved.  It is the students responsibility to locate an internship site and on-site supervisor, as well as to identify a CMU faculty sponsor. The student registers for the internship by submitting a completed internship form to Theresa Kurutz in Baker Hall 343.",None,None,Internship in Psychology,,Psychology,"Thiessen, Erik",Senior,85-482
261,None,None,None,Graduate Reading and Research,,Psychology,Instructor TBA,Graduate,85-781
262,"This course provides first year students and sophomores with an introduction to the methods of experimental physics. Particular emphasis is placed on three aspects of experimentation: laboratory technique, including both the execution and the documentation of an experiment; data analysis, including the treatment of statistical and systematic errors and computer-aided analysis of experimental data; and written communication of experimental procedures and results. The concepts and skills for measurement and data analysis are acquired gradually through a series of experiments covering a range of topics from mechanics to nuclear and atomic physics.",None,None,Experimental Physics,9.0,Physics,"Anderson, David",Freshman,33-104
